gamesPlayed,wins,losses,ot,pts,ptPctg,goalsPerGame,goalsAgainstPerGame,evGGARatio,powerPlayPercentage,powerPlayGoals,powerPlayGoalsAgainst,powerPlayOpportunities,penaltyKillPercentage,shotsPerGame,shotsAllowed,winScoreFirst,winOppScoreFirst,winLeadFirstPer,winLeadSecondPer,winOutshootOpp,winOutshotByOpp,faceOffsTaken,faceOffsWon,faceOffsLost,faceOffWinPercentage,shootingPctg,savePctg,teamId,teamName,teamLink,season
48,24,21,3,51,53.1,2.625,2.938,0.9029,13.8,20.0,28.0,145.0,79.7,28.9375,29.6667,0.6960000000000001,0.32,0.833,0.9,0.6000000000000001,0.423,2746.0,1344.0,1402.0,48.9,9.1,0.901,52,Winnipeg Jets,/api/v1/teams/52,20122013
82,35,29,18,88,53.7,2.402,2.378,0.9275,19.5,47.0,36.0,241.0,86.4,26.8171,25.4756,0.682,0.132,0.667,0.759,0.467,0.364,4624.0,2174.0,2450.0,47.0,9.0,0.907,1,New Jersey Devils,/api/v1/teams/1,20132014
82,34,37,11,79,48.2,2.634,3.183,0.8343,17.8,49.0,58.0,276.0,78.1,30.939,30.0488,0.5,0.354,0.556,0.556,0.375,0.432,4896.0,2310.0,2586.0,47.2,8.5,0.894,2,New York Islanders,/api/v1/teams/2,20132014
82,45,31,6,96,58.5,2.61,2.317,1.0677,18.2,48.0,34.0,264.0,85.3,33.1585,29.4146,0.8160000000000001,0.318,0.769,0.903,0.537,0.591,4909.0,2397.0,2512.0,48.8,7.9,0.921,3,New York Rangers,/api/v1/teams/3,20132014
82,42,30,10,94,57.3,2.841,2.768,0.9618000000000001,19.7,58.0,48.0,294.0,84.8,30.3659,30.5854,0.744,0.302,0.75,0.8290000000000001,0.5640000000000001,0.47600000000000003,5011.0,2504.0,2507.0,50.0,9.4,0.909,4,Philadelphia Flyers,/api/v1/teams/4,20132014
82,51,24,7,109,66.5,2.951,2.488,1.0467,23.4,65.0,38.0,278.0,85.0,29.9268,28.7683,0.841,0.368,0.893,0.861,0.614,0.629,4796.0,2445.0,2351.0,51.0,9.9,0.914,5,Pittsburgh Penguins,/api/v1/teams/5,20132014
82,54,19,9,117,71.3,3.146,2.085,1.5299,21.7,50.0,43.0,230.0,83.7,31.8659,29.0854,0.837,0.394,0.793,0.911,0.609,0.733,4995.0,2577.0,2418.0,51.6,9.9,0.928,6,Boston Bruins,/api/v1/teams/6,20132014
82,21,51,10,52,31.7,1.8290000000000002,2.963,0.5893,14.1,36.0,51.0,256.0,81.4,26.2927,34.3415,0.29,0.23500000000000001,0.333,0.667,0.214,0.231,4926.0,2305.0,2621.0,46.8,7.0,0.914,7,Buffalo Sabres,/api/v1/teams/7,20132014
82,46,28,8,100,61.0,2.549,2.451,0.9855,17.2,48.0,43.0,279.0,85.1,28.4146,30.9878,0.8220000000000001,0.243,0.8210000000000001,0.921,0.607,0.52,5108.0,2532.0,2576.0,49.6,9.0,0.921,8,Montréal Canadiens,/api/v1/teams/8,20132014
82,37,31,14,88,53.7,2.793,3.146,0.9474,18.4,50.0,61.0,271.0,80.9,32.8293,34.7439,0.65,0.262,0.607,0.774,0.387,0.5,5189.0,2659.0,2530.0,51.2,8.5,0.909,9,Ottawa Senators,/api/v1/teams/9,20132014
82,38,36,8,84,51.2,2.707,3.073,0.9217000000000001,19.8,50.0,58.0,252.0,78.4,27.9268,35.9146,0.675,0.262,0.737,0.897,0.533,0.462,5334.0,2574.0,2760.0,48.3,9.7,0.914,10,Toronto Maple Leafs,/api/v1/teams/10,20132014
82,36,35,11,83,50.6,2.5,2.7560000000000002,0.8903000000000001,14.6,41.0,44.0,281.0,81.7,31.2317,30.939,0.719,0.26,0.8,0.8150000000000001,0.47400000000000003,0.39,5042.0,2652.0,2390.0,52.6,8.0,0.911,12,Carolina Hurricanes,/api/v1/teams/12,20132014
82,29,45,8,66,40.2,2.293,3.195,0.8258000000000001,10.0,27.0,63.0,269.0,76.0,29.8902,31.1098,0.5670000000000001,0.231,0.75,0.9380000000000001,0.389,0.318,4931.0,2380.0,2551.0,48.3,7.7,0.897,13,Florida Panthers,/api/v1/teams/13,20132014
82,46,27,9,101,61.6,2.829,2.549,1.1556,18.5,50.0,52.0,270.0,80.7,29.8293,29.2317,0.738,0.375,0.72,0.848,0.578,0.588,4862.0,2394.0,2468.0,49.2,9.5,0.913,14,Tampa Bay Lightning,/api/v1/teams/14,20132014
82,38,30,14,90,54.9,2.7439999999999998,2.793,0.8968,23.4,68.0,51.0,291.0,82.0,29.4146,33.5366,0.667,0.25,0.64,0.857,0.5,0.431,5032.0,2436.0,2596.0,48.4,9.3,0.917,15,Washington Capitals,/api/v1/teams/15,20132014
82,46,21,15,107,65.2,3.183,2.585,1.2703,19.5,50.0,46.0,257.0,81.5,33.1098,27.1829,0.791,0.308,0.852,0.868,0.552,0.583,4873.0,2533.0,2340.0,52.0,9.6,0.905,16,Chicago Blackhawks,/api/v1/teams/16,20132014
82,39,28,15,93,56.7,2.646,2.6950000000000003,1.0333,17.7,50.0,50.0,282.0,83.0,29.9512,29.2805,0.585,0.366,0.667,0.714,0.5,0.444,4900.0,2487.0,2413.0,50.8,8.8,0.908,17,Detroit Red Wings,/api/v1/teams/17,20132014
82,38,32,12,88,53.7,2.61,2.841,0.8807,19.2,46.0,47.0,239.0,80.2,29.0488,28.9024,0.75,0.23900000000000002,0.885,0.857,0.421,0.538,4873.0,2586.0,2287.0,53.1,9.0,0.902,18,Nashville Predators,/api/v1/teams/18,20132014
82,52,23,7,111,67.7,2.915,2.293,1.2248,19.8,56.0,42.0,283.0,85.7,29.2927,26.378,0.837,0.333,0.848,0.892,0.617,0.6970000000000001,4890.0,2536.0,2354.0,51.9,10.0,0.913,19,St. Louis Blues,/api/v1/teams/19,20132014
82,35,40,7,77,47.0,2.463,2.902,0.7989,15.7,39.0,43.0,249.0,81.7,26.8171,28.5976,0.6970000000000001,0.245,0.75,0.786,0.324,0.535,4872.0,2253.0,2619.0,46.2,9.2,0.899,20,Calgary Flames,/api/v1/teams/20,20132014
82,52,22,8,112,68.3,2.988,2.634,1.1176,19.8,50.0,48.0,252.0,80.7,29.5122,32.658500000000004,0.8220000000000001,0.405,0.8180000000000001,0.921,0.5,0.761,4907.0,2428.0,2479.0,49.5,10.1,0.919,21,Colorado Avalanche,/api/v1/teams/21,20132014
82,29,44,9,67,40.9,2.427,3.2560000000000002,0.7104,17.0,46.0,50.0,271.0,82.1,26.9268,32.878,0.486,0.255,0.714,0.789,0.417,0.321,4886.0,2395.0,2491.0,49.0,9.0,0.901,22,Edmonton Oilers,/api/v1/teams/22,20132014
82,36,35,11,83,50.6,2.329,2.634,0.9267000000000001,15.2,39.0,46.0,257.0,83.2,30.8171,28.378,0.553,0.341,0.652,0.75,0.4,0.47200000000000003,4933.0,2534.0,2399.0,51.4,7.6,0.907,23,Vancouver Canucks,/api/v1/teams/23,20132014
82,54,20,8,116,70.7,3.207,2.476,1.3913,16.0,44.0,48.0,275.0,82.2,31.3293,28.6951,0.738,0.5750000000000001,0.8130000000000001,0.93,0.633,0.759,5266.0,2591.0,2675.0,49.2,10.2,0.914,24,Anaheim Ducks,/api/v1/teams/24,20132014
82,40,31,11,91,55.5,2.817,2.7199999999999998,1.0392,15.9,46.0,49.0,290.0,81.4,31.6707,30.3902,0.651,0.308,0.767,0.879,0.5,0.452,5127.0,2568.0,2559.0,50.1,8.9,0.911,25,Dallas Stars,/api/v1/teams/25,20132014
82,46,28,8,100,61.0,2.415,2.049,1.2762,15.1,43.0,50.0,284.0,83.1,31.6463,26.2073,0.6920000000000001,0.333,0.767,0.9,0.528,0.68,4870.0,2569.0,2301.0,52.8,7.6,0.922,26,Los Angeles Kings,/api/v1/teams/26,20132014
82,37,30,15,89,54.3,2.561,2.732,1.0,19.9,56.0,57.0,282.0,79.0,30.4756,30.9878,0.63,0.222,0.719,0.6970000000000001,0.289,0.605,4931.0,2563.0,2368.0,52.0,8.4,0.912,27,Phoenix Coyotes,/api/v1/teams/27,20132014
82,51,22,9,111,67.7,2.915,2.354,1.1655,17.2,50.0,33.0,291.0,84.9,34.768299999999996,27.8171,0.766,0.429,0.75,0.902,0.636,0.609,5204.0,2747.0,2457.0,52.8,8.4,0.915,28,San Jose Sharks,/api/v1/teams/28,20132014
82,43,32,7,93,56.7,2.7560000000000002,2.61,1.0567,19.3,54.0,50.0,280.0,82.1,29.6463,30.7805,0.68,0.281,0.733,0.8290000000000001,0.529,0.522,4824.0,2487.0,2337.0,51.5,9.3,0.915,29,Columbus Blue Jackets,/api/v1/teams/29,20132014
82,43,27,12,98,59.8,2.427,2.415,1.15,17.9,45.0,53.0,252.0,78.8,26.5854,27.7195,0.738,0.30000000000000004,0.769,0.844,0.417,0.541,4703.0,2393.0,2310.0,50.9,9.1,0.913,30,Minnesota Wild,/api/v1/teams/30,20132014
82,37,35,10,84,51.2,2.6710000000000003,2.817,0.9512,15.4,40.0,49.0,259.0,83.2,30.6829,30.1463,0.6000000000000001,0.34,0.75,0.76,0.426,0.47100000000000003,4882.0,2289.0,2593.0,46.9,8.7,0.907,52,Winnipeg Jets,/api/v1/teams/52,20132014
82,32,36,14,78,47.6,2.146,2.549,0.9297000000000001,19.3,41.0,52.0,212.0,80.6,24.4878,30.7073,0.533,0.216,0.593,0.781,0.23500000000000001,0.438,4659.0,2203.0,2456.0,47.3,8.8,0.917,1,New Jersey Devils,/api/v1/teams/1,20142015
82,47,28,7,101,61.6,2.988,2.732,1.0802,18.7,50.0,48.0,267.0,78.0,33.7927,28.3049,0.592,0.545,0.667,0.781,0.607,0.47600000000000003,4880.0,2402.0,2478.0,49.2,8.8,0.903,2,New York Islanders,/api/v1/teams/2,20142015
82,53,22,7,113,68.9,3.024,2.2800000000000002,1.3188,16.8,39.0,37.0,232.0,84.3,31.4878,29.4878,0.8200000000000001,0.375,0.853,0.973,0.625,0.656,4917.0,2298.0,2619.0,46.7,9.6,0.923,3,New York Rangers,/api/v1/teams/3,20142015
82,33,31,18,84,51.2,2.585,2.7199999999999998,1.0073,23.4,60.0,61.0,256.0,77.1,29.4268,30.2561,0.6880000000000001,0.22,0.731,0.864,0.47500000000000003,0.341,5027.0,2571.0,2456.0,51.1,8.8,0.91,4,Philadelphia Flyers,/api/v1/teams/4,20142015
82,43,27,12,98,59.8,2.646,2.488,1.0882,19.3,49.0,42.0,254.0,84.8,31.6341,29.2805,0.673,0.303,0.735,0.882,0.587,0.485,4883.0,2396.0,2487.0,49.1,8.4,0.915,5,Pittsburgh Penguins,/api/v1/teams/5,20142015
82,41,27,14,96,58.5,2.549,2.451,1.0357,17.8,38.0,44.0,213.0,82.0,31.0488,29.8659,0.674,0.308,0.742,0.871,0.512,0.47100000000000003,5009.0,2686.0,2323.0,53.6,8.2,0.918,6,Boston Bruins,/api/v1/teams/6,20142015
82,23,51,8,54,32.9,1.866,3.2800000000000002,0.6099,13.4,30.0,64.0,224.0,75.1,24.1951,35.6098,0.528,0.08700000000000001,0.5630000000000001,0.647,0.5,0.246,4884.0,2195.0,2689.0,44.9,7.7,0.908,7,Buffalo Sabres,/api/v1/teams/7,20142015
82,50,22,10,110,67.1,2.61,2.2439999999999998,1.184,16.5,40.0,42.0,243.0,83.7,28.4634,30.122,0.8210000000000001,0.419,0.714,0.865,0.611,0.585,5174.0,2695.0,2479.0,52.1,9.2,0.926,8,Montréal Canadiens,/api/v1/teams/8,20142015
82,43,26,13,99,60.4,2.829,2.537,1.0897000000000001,16.8,47.0,44.0,280.0,82.9,30.9634,32.1341,0.587,0.444,0.6960000000000001,0.8210000000000001,0.533,0.522,5020.0,2421.0,2599.0,48.2,9.1,0.921,9,Ottawa Senators,/api/v1/teams/9,20142015
82,30,44,8,68,41.5,2.512,3.134,0.8,15.9,45.0,52.0,283.0,80.5,29.2317,33.5122,0.677,0.176,0.762,0.8260000000000001,0.375,0.382,5194.0,2547.0,2647.0,49.0,8.6,0.906,10,Toronto Maple Leafs,/api/v1/teams/10,20142015
82,30,41,11,71,43.3,2.232,2.6710000000000003,0.756,18.8,45.0,29.0,240.0,84.7,30.7805,27.2683,0.611,0.17400000000000002,0.708,0.759,0.423,0.25,4913.0,2602.0,2311.0,53.0,7.3,0.902,12,Carolina Hurricanes,/api/v1/teams/12,20142015
82,38,29,15,91,55.5,2.415,2.598,1.0272000000000001,16.3,40.0,50.0,246.0,80.0,30.6829,29.561,0.6970000000000001,0.306,0.789,0.75,0.386,0.541,5155.0,2505.0,2650.0,48.6,7.9,0.912,13,Florida Panthers,/api/v1/teams/13,20142015
82,50,24,8,108,65.9,3.159,2.512,1.2759,18.8,53.0,42.0,282.0,83.7,29.6098,27.8902,0.761,0.417,0.833,0.9430000000000001,0.622,0.606,4772.0,2372.0,2400.0,49.7,10.7,0.91,14,Tampa Bay Lightning,/api/v1/teams/14,20142015
82,45,26,11,101,61.6,2.89,2.427,1.0786,25.3,60.0,50.0,237.0,81.2,29.5,28.878,0.86,0.20500000000000002,0.867,0.875,0.526,0.486,4921.0,2522.0,2399.0,51.2,9.8,0.916,15,Washington Capitals,/api/v1/teams/15,20142015
82,48,28,6,102,62.2,2.683,2.268,1.1923,17.6,46.0,35.0,261.0,83.4,33.8659,30.2073,0.761,0.361,0.897,1.0,0.596,0.586,4905.0,2553.0,2352.0,52.0,7.9,0.925,16,Chicago Blackhawks,/api/v1/teams/16,20142015
82,43,25,14,100,61.0,2.817,2.573,1.0455,23.8,70.0,55.0,294.0,80.9,29.622,28.3171,0.595,0.45,0.882,0.839,0.523,0.528,5015.0,2581.0,2434.0,51.5,9.5,0.909,17,Detroit Red Wings,/api/v1/teams/17,20142015
82,47,25,10,104,63.4,2.7560000000000002,2.463,1.2631999999999999,16.2,42.0,45.0,259.0,80.8,31.878,28.2561,0.711,0.455,0.741,0.771,0.63,0.529,5239.0,2562.0,2677.0,48.9,8.6,0.913,18,Nashville Predators,/api/v1/teams/18,20142015
82,51,24,7,109,66.5,2.915,2.402,1.1812,22.3,56.0,42.0,251.0,83.7,30.9146,27.2317,0.783,0.417,0.808,0.842,0.66,0.556,5123.0,2737.0,2386.0,53.4,9.4,0.912,19,St. Louis Blues,/api/v1/teams/19,20142015
82,45,30,7,97,59.1,2.89,2.598,1.0387,18.8,48.0,36.0,255.0,80.7,27.4634,29.1585,0.6940000000000001,0.435,0.889,0.923,0.455,0.591,5123.0,2431.0,2692.0,47.5,10.5,0.911,20,Calgary Flames,/api/v1/teams/20,20142015
82,39,31,12,90,54.9,2.549,2.7199999999999998,0.9938,15.0,37.0,37.0,247.0,84.7,27.878,33.1585,0.676,0.311,0.6960000000000001,0.852,0.6000000000000001,0.418,5039.0,2561.0,2478.0,50.8,9.1,0.918,21,Colorado Avalanche,/api/v1/teams/21,20142015
82,24,44,14,62,37.8,2.354,3.366,0.6784,17.7,41.0,51.0,232.0,76.7,28.4268,30.0488,0.47100000000000003,0.167,0.435,0.63,0.333,0.273,4957.0,2390.0,2567.0,48.2,8.3,0.888,22,Edmonton Oilers,/api/v1/teams/22,20142015
82,48,29,5,101,61.6,2.878,2.683,0.9627,19.3,46.0,38.0,238.0,85.7,29.9146,29.8293,0.771,0.447,0.773,0.882,0.65,0.524,4993.0,2330.0,2663.0,46.7,9.6,0.91,23,Vancouver Canucks,/api/v1/teams/23,20142015
82,51,24,7,109,66.5,2.7800000000000002,2.6950000000000003,1.0395,15.7,37.0,52.0,235.0,81.0,29.9756,28.8659,0.766,0.429,0.8130000000000001,0.9380000000000001,0.59,0.643,5135.0,2652.0,2483.0,51.6,9.3,0.907,24,Anaheim Ducks,/api/v1/teams/24,20142015
82,41,31,10,92,56.1,3.134,3.134,0.9832000000000001,19.0,55.0,49.0,290.0,80.7,31.1951,29.9268,0.644,0.324,0.75,0.763,0.357,0.611,5418.0,2804.0,2614.0,51.8,10.0,0.895,25,Dallas Stars,/api/v1/teams/25,20142015
82,40,27,15,95,57.9,2.659,2.402,1.1832,19.0,47.0,45.0,247.0,80.9,30.9268,27.0,0.659,0.317,0.724,0.771,0.545,0.435,4929.0,2530.0,2399.0,51.3,8.6,0.911,26,Los Angeles Kings,/api/v1/teams/26,20142015
82,40,33,9,89,54.3,2.732,2.7560000000000002,0.9103,21.6,55.0,48.0,254.0,78.5,31.5976,29.7073,0.707,0.268,0.786,0.8,0.5,0.5,5196.0,2698.0,2498.0,51.9,8.6,0.907,28,San Jose Sharks,/api/v1/teams/28,20142015
82,42,35,5,89,54.3,2.768,3.024,0.8765000000000001,21.7,53.0,60.0,244.0,80.2,28.8537,33.439,0.73,0.333,0.8150000000000001,0.833,0.417,0.558,5068.0,2498.0,2570.0,49.3,9.6,0.91,29,Columbus Blue Jackets,/api/v1/teams/29,20142015
82,46,28,8,100,61.0,2.768,2.415,1.1419,15.8,39.0,32.0,246.0,86.3,30.7561,27.622,0.778,0.297,0.844,0.875,0.519,0.667,4995.0,2491.0,2504.0,49.9,9.0,0.913,30,Minnesota Wild,/api/v1/teams/30,20142015
82,43,26,13,99,60.4,2.7199999999999998,2.488,1.1484,17.8,48.0,56.0,269.0,81.8,29.7439,28.6585,0.653,0.333,0.676,0.789,0.543,0.5,5065.0,2476.0,2589.0,48.9,9.1,0.913,52,Winnipeg Jets,/api/v1/teams/52,20142015
82,24,50,8,56,34.1,2.012,3.2560000000000002,0.6158,20.0,46.0,65.0,230.0,76.7,29.1829,33.1951,0.424,0.20400000000000001,0.522,0.8240000000000001,0.385,0.259,5142.0,2666.0,2476.0,51.9,6.9,0.902,53,Arizona Coyotes,/api/v1/teams/53,20142015
82,38,36,8,84,51.2,2.22,2.463,0.8195,19.9,51.0,45.0,256.0,83.0,24.4268,28.6463,0.771,0.234,0.8260000000000001,0.9580000000000001,0.4,0.5,4701.0,2183.0,2518.0,46.4,9.1,0.914,1,New Jersey Devils,/api/v1/teams/1,20152016
82,45,27,10,100,61.0,2.768,2.573,1.0544,18.3,42.0,36.0,229.0,84.5,29.4146,30.4268,0.707,0.39,0.846,0.879,0.588,0.47600000000000003,4654.0,2331.0,2323.0,50.1,9.4,0.915,2,New York Islanders,/api/v1/teams/2,20152016
82,46,27,9,101,61.6,2.841,2.622,1.2636,18.6,42.0,53.0,226.0,78.2,28.4878,30.4146,0.767,0.333,0.806,0.875,0.556,0.545,4703.0,2313.0,2390.0,49.2,10.0,0.914,3,New York Rangers,/api/v1/teams/3,20152016
82,41,27,14,96,58.5,2.573,2.561,1.0231,18.9,53.0,51.0,280.0,80.5,30.9756,30.7195,0.658,0.364,0.765,0.903,0.66,0.294,4961.0,2530.0,2431.0,51.0,8.3,0.917,4,Philadelphia Flyers,/api/v1/teams/4,20152016
82,48,26,8,104,63.4,2.939,2.427,1.2308,18.4,48.0,40.0,261.0,84.4,33.1951,29.7073,0.811,0.4,0.909,1.0,0.586,0.5650000000000001,5169.0,2593.0,2576.0,50.2,8.9,0.918,5,Pittsburgh Penguins,/api/v1/teams/5,20152016
82,42,31,9,93,56.7,2.878,2.7800000000000002,1.0596,20.5,48.0,48.0,234.0,82.2,31.9512,30.3659,0.681,0.28600000000000003,0.771,0.848,0.47800000000000004,0.515,5140.0,2592.0,2548.0,50.4,9.0,0.908,6,Boston Bruins,/api/v1/teams/6,20152016
82,35,36,11,81,49.4,2.427,2.622,0.8121,18.9,48.0,38.0,254.0,82.6,29.4878,30.622,0.6000000000000001,0.298,0.6960000000000001,0.8150000000000001,0.343,0.5,4915.0,2427.0,2488.0,49.4,8.2,0.914,7,Buffalo Sabres,/api/v1/teams/7,20152016
82,38,38,6,82,50.0,2.634,2.841,0.9671000000000001,16.2,42.0,46.0,259.0,81.9,30.5366,29.3659,0.73,0.244,0.852,0.806,0.429,0.5,5207.0,2621.0,2586.0,50.3,8.6,0.903,8,Montréal Canadiens,/api/v1/teams/8,20152016
82,38,35,9,85,51.8,2.805,2.939,1.0135,15.8,38.0,61.0,240.0,75.8,28.3537,32.7805,0.774,0.275,0.81,0.8,0.23800000000000002,0.55,4983.0,2519.0,2464.0,50.5,9.9,0.91,9,Ottawa Senators,/api/v1/teams/9,20152016
82,29,42,11,69,42.1,2.341,2.927,0.7407,15.4,40.0,50.0,259.0,81.6,30.6707,30.5244,0.517,0.264,0.579,0.773,0.333,0.41000000000000003,5173.0,2617.0,2556.0,50.6,7.6,0.904,10,Toronto Maple Leafs,/api/v1/teams/10,20152016
82,35,31,16,86,52.4,2.39,2.6950000000000003,0.8354,16.8,40.0,32.0,238.0,84.3,29.8902,27.5732,0.619,0.225,0.64,0.8280000000000001,0.314,0.621,4701.0,2523.0,2178.0,53.7,8.0,0.902,12,Carolina Hurricanes,/api/v1/teams/12,20152016
82,47,26,9,103,62.8,2.829,2.439,1.2619,16.9,47.0,55.0,278.0,79.5,28.7561,29.5,0.75,0.324,0.839,0.786,0.561,0.59,5088.0,2548.0,2540.0,50.1,9.8,0.917,13,Florida Panthers,/api/v1/teams/13,20152016
82,46,31,5,97,59.1,2.732,2.415,1.184,15.8,44.0,41.0,279.0,84.0,29.2927,28.8537,0.795,0.289,0.792,0.921,0.436,0.65,4793.0,2372.0,2421.0,49.5,9.3,0.916,14,Tampa Bay Lightning,/api/v1/teams/14,20152016
82,56,18,8,120,73.2,3.024,2.329,1.2969,21.9,55.0,38.0,251.0,85.2,30.6098,28.439,0.895,0.5,0.9550000000000001,0.974,0.66,0.71,4777.0,2368.0,2409.0,49.6,9.9,0.918,15,Washington Capitals,/api/v1/teams/15,20152016
82,47,26,9,103,62.8,2.854,2.524,0.9437000000000001,22.6,57.0,46.0,252.0,80.3,30.4634,30.8049,0.774,0.20700000000000002,0.875,0.902,0.5,0.622,4832.0,2380.0,2452.0,49.2,9.4,0.918,16,Chicago Blackhawks,/api/v1/teams/16,20152016
82,41,30,11,93,56.7,2.549,2.6710000000000003,0.9420000000000001,18.8,50.0,50.0,266.0,81.5,29.6585,29.7439,0.733,0.216,0.81,0.71,0.528,0.47700000000000004,4784.0,2417.0,2367.0,50.5,8.6,0.91,17,Detroit Red Wings,/api/v1/teams/17,20152016
82,41,27,14,96,58.5,2.732,2.598,1.029,19.7,51.0,46.0,259.0,81.2,30.5732,27.3415,0.644,0.324,0.6970000000000001,0.839,0.417,0.581,4902.0,2387.0,2515.0,48.7,8.9,0.905,18,Nashville Predators,/api/v1/teams/18,20152016
82,49,24,9,107,65.2,2.6710000000000003,2.402,1.121,21.5,51.0,41.0,237.0,85.1,30.1707,29.7439,0.727,0.447,0.8,0.8240000000000001,0.561,0.641,5031.0,2579.0,2452.0,51.3,8.9,0.919,19,St. Louis Blues,/api/v1/teams/19,20152016
82,35,40,7,77,47.0,2.793,3.134,0.8994000000000001,17.0,46.0,57.0,270.0,75.5,29.2439,28.9878,0.587,0.222,0.6920000000000001,0.839,0.514,0.364,4961.0,2411.0,2550.0,48.6,9.5,0.892,20,Calgary Flames,/api/v1/teams/20,20152016
82,39,39,4,82,50.0,2.585,2.927,0.9205000000000001,18.1,48.0,51.0,266.0,80.2,28.6341,32.3049,0.614,0.316,0.724,0.758,0.40700000000000003,0.529,4782.0,2384.0,2398.0,49.9,9.0,0.909,21,Colorado Avalanche,/api/v1/teams/21,20152016
82,31,43,8,70,42.7,2.427,2.951,0.7882,18.1,43.0,48.0,237.0,81.1,29.0976,31.0732,0.622,0.178,0.773,0.857,0.321,0.423,4978.0,2429.0,2549.0,48.8,8.3,0.905,22,Edmonton Oilers,/api/v1/teams/22,20152016
82,31,38,13,75,45.7,2.268,2.915,0.8052,15.8,39.0,47.0,247.0,81.1,28.1829,32.5366,0.5,0.292,0.591,0.6000000000000001,0.28,0.436,4892.0,2223.0,2669.0,45.4,8.0,0.91,23,Vancouver Canucks,/api/v1/teams/23,20152016
82,46,25,11,103,62.8,2.622,2.293,0.9695,23.1,56.0,37.0,242.0,87.2,30.2805,27.5366,0.667,0.387,0.6970000000000001,0.857,0.56,0.5670000000000001,4807.0,2497.0,2310.0,52.0,8.7,0.917,24,Anaheim Ducks,/api/v1/teams/24,20152016
82,50,23,9,109,66.5,3.232,2.7800000000000002,1.0844,22.1,58.0,44.0,262.0,82.3,32.0,28.9146,0.756,0.463,0.8280000000000001,0.9430000000000001,0.58,0.7000000000000001,5174.0,2597.0,2577.0,50.2,10.1,0.904,25,Dallas Stars,/api/v1/teams/25,20152016
82,48,28,6,102,62.2,2.7199999999999998,2.341,1.1653,20.0,47.0,53.0,235.0,81.4,32.0122,27.4878,0.682,0.47400000000000003,0.708,0.838,0.585,0.636,5017.0,2534.0,2483.0,50.5,8.5,0.915,26,Los Angeles Kings,/api/v1/teams/26,20152016
82,46,30,6,98,59.8,2.89,2.524,1.1194,22.6,62.0,46.0,275.0,80.5,30.378,27.378,0.8140000000000001,0.28200000000000003,0.862,0.933,0.538,0.654,4876.0,2472.0,2404.0,50.7,9.5,0.908,28,San Jose Sharks,/api/v1/teams/28,20152016
82,34,40,8,76,46.3,2.598,3.024,0.9317000000000001,17.3,43.0,53.0,248.0,81.0,29.1098,31.0976,0.629,0.255,0.68,0.846,0.333,0.468,5043.0,2471.0,2572.0,49.0,8.9,0.903,29,Columbus Blue Jackets,/api/v1/teams/29,20152016
82,38,33,11,87,53.0,2.598,2.488,1.0853,18.5,48.0,45.0,259.0,77.9,28.9512,28.622,0.717,0.139,0.724,0.889,0.4,0.514,4933.0,2591.0,2342.0,52.5,9.0,0.913,30,Minnesota Wild,/api/v1/teams/30,20152016
82,35,39,8,78,47.6,2.585,2.878,0.9931000000000001,14.8,38.0,61.0,257.0,78.4,29.5976,29.5488,0.629,0.277,0.708,0.885,0.524,0.333,4829.0,2257.0,2572.0,46.7,8.7,0.903,52,Winnipeg Jets,/api/v1/teams/52,20152016
82,35,39,8,78,47.6,2.537,2.976,0.9500000000000001,17.7,53.0,69.0,300.0,77.3,27.622,30.9634,0.548,0.30000000000000004,0.538,0.808,0.355,0.46,5050.0,2762.0,2288.0,54.7,9.2,0.904,53,Arizona Coyotes,/api/v1/teams/53,20152016
82,28,40,14,70,42.7,2.195,2.939,0.7651,17.5,44.0,53.0,251.0,79.6,27.7927,31.3659,0.463,0.22,0.44,0.704,0.481,0.275,4920.0,2422.0,2498.0,49.2,7.9,0.906,1,New Jersey Devils,/api/v1/teams/1,20162017
82,41,29,12,94,57.3,2.915,2.902,1.0471,15.0,35.0,41.0,234.0,81.9,30.2439,31.9024,0.614,0.368,0.724,0.857,0.559,0.452,4741.0,2261.0,2480.0,47.7,9.6,0.909,2,New York Islanders,/api/v1/teams/2,20162017
82,48,28,6,102,62.2,3.085,2.634,1.0844,20.2,47.0,45.0,233.0,79.8,29.7317,30.061,0.667,0.486,0.741,0.871,0.463,0.7000000000000001,4864.0,2353.0,2511.0,48.4,10.4,0.912,3,New York Rangers,/api/v1/teams/3,20162017
82,39,33,10,88,53.7,2.585,2.817,0.8312,19.5,54.0,50.0,277.0,79.8,31.5244,28.4634,0.588,0.396,0.8,0.8260000000000001,0.46,0.5,4857.0,2539.0,2318.0,52.3,8.2,0.901,4,Philadelphia Flyers,/api/v1/teams/4,20162017
82,50,21,11,111,67.7,3.39,2.793,1.2333,23.1,60.0,52.0,260.0,79.8,33.4756,32.5732,0.638,0.5710000000000001,0.778,0.9490000000000001,0.705,0.529,5154.0,2452.0,2702.0,47.6,10.1,0.914,5,Pittsburgh Penguins,/api/v1/teams/5,20162017
82,44,31,7,95,57.9,2.829,2.549,0.966,21.7,53.0,38.0,244.0,85.7,33.1829,26.7561,0.6960000000000001,0.333,0.742,0.9440000000000001,0.508,0.619,5045.0,2686.0,2359.0,53.2,8.5,0.905,6,Boston Bruins,/api/v1/teams/6,20162017
